X,Y,OBJECTID,WARD,LOCATION,COUNT_,INSTALLYEAR,X,Y
-76.94292835032627,38.880359875036852,238,7,4300 blk. G  Street   SE,2,FY-09,404952.17520255,134725.77765846
-76.924876427406303,38.885237700687078,239,7,5300 blk. Of Bass Place  SE,2,FY-09,406518.05354,135268.38754696
-76.920366955087545,38.894026493275312,240,7,5600 blk. Of Clay Place ,2,FY-09,406908.45232436,136244.34325987
-76.946425146387199,38.867560521599998,241,7,1600 Fort Davis Place,2,FY-09,404649.6,133304.77
-76.941433182211398,38.909812831973447,242,7,4300 of  Polk Street  NE,2,FY-09,405079.81,137995.37
-76.955155744815443,38.893785737973239,243,8,300 36th Street NE,2,FY-09,403890.5,136215.56
-76.955155744815443,38.893785737973239,244,8,Unit - 100 Blk Darrington Street  SW,2,FY-09,403890.5,136215.56
-77.024667948457079,38.924155450843813,245,1,"700-900 Block of Euclid Street, NW",3,FY-09,397861.13,139586.18
-77.017558418203436,38.907242420322255,246,2,400 Blk N St. NW,3,FY-09,398477.26802854,137708.55052522
-77.01604304564475,38.90858023824255,247,2,400 Blk O St. NW,3,FY-09,398608.72998066,137857.03500536
-76.954353912798652,38.858886698893414,248,2,2400 blk.  Of    36th  Place.  SE,3,FY-09,403961.99705763,132341.53868024
-76.989557301977641,38.854936772797437,249,3,2400-2500 Pomeroy  Rd SE,3,FY-09,400906.61,131902.13
-77.029977811048042,38.969742150589411,250,4,1300 Van Buren Street,3,FY-09,397402.35,144646.85
-76.98641484538625,38.923269124850883,251,5,14TH Street NE bet. Montana Ave. & Saratoga Ave.,3,FY-09,401178.24230305,139487.58889488
-76.98641484538625,38.923269124850883,252,5,14TH Street NE bet. Montana Ave. & Saratoga Ave.,3,FY-09,401178.24230305,139487.58889488
-76.986201563152974,38.913565066453863,253,5,"1800,1900 & 2000 Galludet St NE",3,FY-09,401196.9,138410.36
-76.934388837216531,38.878662242479656,254,5,4600 blk H street S.E,3,FY-09,405693.26464324,134537.82553028
-77.001308023797577,38.919181909675558,255,5,300 W Street NE  4TH &  Rhode Island Ave.,3,FY-09,399886.76559785,139033.78675045
-76.976220925548517,38.904373777743224,256,5,Lang Place NE bet. 17th and 19th street,3,FY-09,402062.75999987,137390.23001293
-76.998445304869392,38.904406545076462,257,5,"600 morton place, NE",3,FY-09,400135.05001408,137393.59999693
-76.998083969672791,38.905123604580744,258,5,600 Orleans place NE,3,FY-09,400166.39,137473.2
-76.998444931920659,38.90565041833586,259,5,400-600 M St NE ,3,FY-09,400135.07999808,137531.67999706
-76.985942822472396,38.92233527641671,260,6,Saratoga Ave NE. bet. Brentwood rd & 14th street,3,FY-09,401219.19001508,139383.93001478
-76.924470208953764,38.901654861699448,261,7,Jay St.  NE between 50th Pl & Division Ave,3,FY-09,406551.78998803,137090.85001265
-76.933080658470331,38.878661419735813,262,7,4600 Blk H Street SE ,3,FY-09,405806.77507534,134537.81657028
-76.925815992768435,38.887290883724148,263,7,Unit blk 53th St. SE,3,FY-09,406436.35,135496.24
-76.952202033965364,38.871138155523226,264,7,3600 Blk Texas Ave SE,3,FY-09,404148.0548178,133701.63541751
-76.922931260818089,38.890782826493847,265,7,Unit & 100 Blk 55th St NE ,3,FY-09,406686.30000416,135884.07999553
-76.976216689718882,38.9049758051138,266,7,Lyman Place NE bet. 17th and 19th streets,3,FY-09,402063.11001587,137457.05999699
-76.96477014389805,38.87201647972082,267,7,3000 - 3100 blk. of P  street  SE,3,FY-09,403057.37001679,133798.6399936
-76.923684404760991,38.89227575736561,268,7,200 blk. Of 54th Street NE ,3,FY-09,406620.8224681,136049.75209169
-76.936010472624986,38.87847833046127,269,7,1100 blk. Of 45th Place  SE (one way street),3,FY-09,405552.57,134517.31
